elementID,X172216,X308621,X104198,X308622,X104203,X198042,X203791,X203338,X346698,X346695,X144267,X128128,X59229,X308631,X94515,X308633,X193768,X70677,X201301,X201301,X346692,X104223,X104225,X104200,X67858,X240014,X193774,X308635,X140851,X203310
X20.6125,0.158670826,0,0.274723334,0,0.228396515,0,0,0,0,0,0.078732046,0.074464328,0,0,0.011154933,0,1,0.189221804,0,0,0,0.190722863,0.050094184,0.233194019,0.518130445,0,0.404609136,0,0.01053685,0
X20.6200,0,0,0.710049332,0,1,0,0.031095837,0,0,0,0,0.033867302,0,0,0,0,0,0.4576243,0,0,0,0.371265451,0.231417327,0.384901059,0.072168949,0,0,0,0.005321213,0
X20.6205,0,0,0.710049332,0,1,0,0.031095837,0,0,0,0,0.033867302,0,0,0,0,0,0.4576243,0,0,0,0.371265451,0.231417327,0.384901059,0.072168949,0,0,0,0.005321213,0
X20.6130,0.023809524,0,0.095238095,0,0,0,0.023809524,0.023809524,0,0,0,0,0,0,0,0,1,0,0.047619048,0,0,0.023809524,0.023809524,0.142857143,0,0,0.214285714,0,0,0
X20.6135,0.023809524,0,0.095238095,0,0,0,0.023809524,0.023809524,0,0,0,0,0,0,0,0,1,0,0.047619048,0,0,0.023809524,0.023809524,0.142857143,0,0,0.214285714,0,0,0
X20.20,0.363152199,0.009484425,0.47607637,0.036917369,0.383891165,0.095756358,0.173958414,0.395369869,0.014732937,0.058158769,0.075581665,0.12193708,0.184532736,0.003957641,0.107235062,0.027479323,0.794156296,0.248133261,0.198059828,0.159642885,0.003014609,0.347746773,0.210929891,0.288343511,1,0.069034552,0.45648914,0.052678364,0.019625879,0.156512329
X31.8500,0.372570229,0.009646972,0.484391776,0.03155297,0.386736215,0.097214877,0.17249972,0.407400285,0.014750893,0.056936365,0.07800907,0.123367466,0.187162476,0.003902056,0.110819993,0.026873708,0.802677756,0.247536176,0,0,0.002980626,0.345584347,0.216167492,0.287830713,1,0.06682371,0.460402545,0.047922376,0.019966989,0.158894604
X31.8505,0.363152199,0.009484425,0.47607637,0.036917369,0.383891165,0.095756358,0.173958414,0.395369869,0.014732937,0.058158769,0.075581665,0.12193708,0.184532736,0.003957641,0.107235062,0.027479323,0.794156296,0.248133261,0,0,0.003014609,0.347746773,0.210929891,0.288343511,1,0.069034552,0.45648914,0.052678364,0.019625879,0.156512329
X31.8506,0.36045451,0,0.25349772,0,0.225168122,0.094133107,0.171059751,0.395369869,0,0,0.075465718,0.050537219,0.184532736,0,0.107235062,0,0.625600989,0.2265904,0.198059828,0.159642885,0,0.252531499,0.170997913,0.133485352,1,0.069034552,0.374035712,0,0.019625879,0.156512329
X31.6770,0.110290346,0,0,0,0,0,0.003590848,0,0,0,0,0,0.070996204,0,0.060839233,0,1,0,0,0,0,0,0,0,0.125269314,0,0.483020417,0,0,0
X31.6775,0.110290346,0,0,0,0,0,0.003590848,0,0,0,0,0,0.070996204,0,0.060839233,0,1,0,0,0,0,0,0,0,0.125269314,0,0.483020417,0,0,0
X31.6790,0.110290346,0,0,0,0,0,0.003590848,0,0,0,0,0,0.070996204,0,0.060839233,0,1,0,0,0,0,0,0,0,0.125269314,0,0.483020417,0,0,0
X31.6795,0.110290346,0,0,0,0,0,0.003590848,0,0,0,0,0,0.070996204,0,0.060839233,0,1,0,0,0,0,0,0,0,0.125269314,0,0.483020417,0,0,0
X31.6810,0.109594622,0.000916684,0.01008352,0.004176003,0.013240986,0.001935221,0.01008352,0.007944592,0.001425952,0.004787126,0,0,0.071501324,0.000203707,0.063454879,0.003666735,1,0.007027908,0.016805867,0.011916887,0.000203707,0.007842738,0.001833367,0.004481564,0.124974537,0.000203707,0.495620289,0.003870442,0.000101854,0
X31.6815,0.037037037,0.033333333,0.366666667,0.151851852,0.481481481,0.07037037,0.244444444,0.288888889,0.051851852,0.174074074,0,0,0.040740741,0.007407407,0.574074074,0.133333333,0.481481481,0.255555556,0.611111111,0.433333333,0.007407407,0.285185185,0.066666667,0.162962963,0.040740741,0.007407407,1,0.140740741,0.003703704,0
X31.31,0.363152199,0.009484425,0.47607637,0.036917369,0.383891165,0.095756358,0.173958414,0.395369869,0.014732937,0.058158769,0.075581665,0.12193708,0.184532736,0.003957641,0.107235062,0.027479323,0.794156296,0.248133261,0.198059828,0.159642885,0.003014609,0.347746773,0.210929891,0.288343511,1,0.069034552,0.45648914,0.052678364,0.019625879,0.156512329
X24.2060,0.389263314,0.010604643,0.419564261,0.035170004,0.30215669,0.124408561,0.213179467,0,0.016175176,0.0564068,0.083365427,0.068799516,0.235956756,0.005776849,0.126471721,0.022419674,0.482628191,0.25299846,0.262351452,0.208489217,0.00506162,0.293917804,0.189315581,0.280837368,1,0.105661312,0.385205766,0.049790933,0.027783891,0.151628521
X24.8500,0.393664968,0.010698791,0.422321441,0.031492636,0.302149587,0.124650745,0.21113966,0.458798422,0.016048187,0.055333249,0.084874268,0.068882243,0.237044213,0.005644244,0.128834787,0.022155764,0.483678025,0.251927046,0,0,0.004928183,0.29125423,0.191651573,0.278463418,1,0.101413869,0.386279713,0.046389509,0.028010615,0.151847016
X24.8505,0.389263314,0.010604643,0.419165383,0.035170004,0.301028829,0.124408561,0.213179467,0.451529489,0.016175176,0.0564068,0.083365427,0.068799516,0.235956756,0.005776849,0.126554247,0.022419674,0.482628191,0.253108495,0,0,0.00506162,0.293477663,0.189040493,0.280479754,1,0.105661312,0.385233275,0.049790933,0.027797645,0.151628521
X24.8506,0.387145136,0,0.28515625,0,0.241348482,0.123005612,0.210634903,0.451529489,0,0,0.083172865,0.03434474,0.235956756,0,0.126554247,0,0.390693772,0.232449384,0.260205766,0.206302267,0,0.256973482,0.180457746,0.164695202,1,0.105661312,0.345373019,0,0.027797645,0.151628521
X24.4020,0.758,0,0.763066667,0.000133333,0.0388,0.001866667,0.0068,0,0.000133333,0,0.341333333,0.000666667,0.099333333,0,0.186266667,0,1,0.338666667,0.002266667,0.002933333,0,0.1816,0.170533333,0.3192,0.890533333,0,0.6692,0,0.027866667,0
X24.4025,0.758,0,0.763066667,0.000133333,0.0388,0.001866667,0.0068,0,0.000133333,0,0.341333333,0.000666667,0.099333333,0,0.186266667,0,1,0.338666667,0.002266667,0.002933333,0,0.1816,0.170533333,0.3192,0.890533333,0,0.6692,0,0.027866667,0
X24.4040,0,0,0,0,0,0,0,0,0,0,0,0,0.006849315,0,1,0,0.01369863,0,0,0,0,0,0,0,0,0,0.020547945,0,0,0
X24.8020,0,0,0,0,0,0,0,0,0,0,0,0,0.006849315,0,1,0,0.01369863,0,0,0,0,0,0,0,0,0,0.020547945,0,0,0
X24.8030,0.034597156,0,0.504265403,0.000947867,0.257819905,0.054976303,0.079620853,0.708056872,0.000473934,0.000947867,0.032227488,0.046919431,0.172985782,0.000473934,0.133649289,0.000473934,0.095260664,0.152132701,0.163033175,0.098578199,0.000473934,0.17535545,0.153554502,0.110900474,1,0.027488152,0.054028436,0.003791469,0.01563981,0.005687204
X24.8035,0.034597156,0,0.504265403,0.000947867,0.257819905,0.054976303,0.079620853,0.708056872,0.000473934,0.000947867,0.032227488,0.046919431,0.172985782,0.000473934,0.133649289,0.000473934,0.095260664,0.152132701,0.163033175,0.098578199,0.000473934,0.17535545,0.153554502,0.110900474,1,0.027488152,0.054028436,0.003791469,0.01563981,0.005687204
X24.9210,0.099662162,0.015484234,0.946509009,0.063344595,0.625563063,0.223254505,0.570101351,1,0.01463964,0.068130631,0.083051802,0.108671171,0.399493243,0.003096847,0.312218468,0.030968468,0.739301802,0.23536036,0.456644144,0.353322072,0.006756757,0.690878378,0.433277027,0.507882883,0.147804054,0.12865991,0.773367117,0.093186937,0.011261261,0.036880631
X24.9215,0.099662162,0.015484234,0.946509009,0.063344595,0.625563063,0.223254505,0.570101351,1,0.01463964,0.068130631,0.083051802,0.108671171,0.399493243,0.003096847,0.312218468,0.030968468,0.739301802,0.23536036,0.456644144,0.353322072,0.006756757,0.690878378,0.433277027,0.507882883,0.147804054,0.12865991,0.773367117,0.093186937,0.011261261,0.036880631
X24.4045,0,0,0,0,0.428571429,0.571428571,0.142857143,0.857142857,0.142857143,0.714285714,0.142857143,0.142857143,0,0,0.142857143,0,0.571428571,0.142857143,0.142857143,0.285714286,0,0.714285714,0.428571429,0.142857143,0,0.285714286,1,0,0,0
X24.8025,0,0,0,0,0.428571429,0.571428571,0.142857143,0.857142857,0.142857143,0.714285714,0.142857143,0.142857143,0,0,0.142857143,0,0.571428571,0.142857143,0.142857143,0.285714286,0,0.714285714,0.428571429,0.142857143,0,0.285714286,1,0,0,0
X24.24,0.389263314,0.010604643,0.419564261,0.035170004,0.30215669,0.124408561,0.213179467,0.451529489,0.016175176,0.0564068,0.083365427,0.068799516,0.235956756,0.005776849,0.126554247,0.022419674,0.482628191,0.253108495,0.262351452,0.208489217,0.00506162,0.293917804,0.189315581,0.280837368,1,0.105661312,0.385233275,0.049790933,0.027797645,0.151628521
X25.8506,0.387145136,0,0.28515625,0,0.241348482,0.123005612,0.210634903,0.451529489,0,0,0.083172865,0.03434474,0.235956756,0,0.126554247,0,0.390693772,0.232449384,0.260205766,0.206302267,0,0.256973482,0.180457746,0.164695202,1,0.105661312,0.345373019,0,0.027797645,0.151628521
X25.6000,0.155800169,0.008467401,0.33276884,0.015241321,0.376799323,0.098221846,0.116003387,1,0.00508044,0.031329382,0.040643522,0.059271804,0.175275191,0.00338696,0.577476715,0.00338696,0.357324301,0.15834039,0.201524132,0.232853514,0.00169348,0.210838273,0.099915326,0.150719729,0.177815411,0.075359865,0.283657917,0.060118544,0.011007621,0.0042337
X25.6005,0.155800169,0.008467401,0.33276884,0.015241321,0.376799323,0.098221846,0.116003387,1,0.00508044,0.031329382,0.040643522,0.059271804,0.175275191,0.00338696,0.577476715,0.00338696,0.357324301,0.15834039,0.201524132,0.232853514,0.00169348,0.210838273,0.099915326,0.150719729,0.177815411,0.075359865,0.283657917,0.060118544,0.011007621,0.0042337
X25.6010,0.205825243,0.099029126,0.557281553,0.25631068,0.512621359,0.368932039,0.588349515,0.73592233,0.12815534,0.570873786,0.233009709,0.12038835,0.345631068,0.034951456,1,0.308737864,0.72815534,0.359223301,0.374757282,0.376699029,0.031067961,0.574757282,0.196116505,0.47961165,0.166990291,0.003883495,0.990291262,0.277669903,0.036893204,0.017475728
X25.6015,0.205825243,0.099029126,0.557281553,0.25631068,0.512621359,0.368932039,0.588349515,0.73592233,0.12815534,0.570873786,0.233009709,0.12038835,0.345631068,0.034951456,1,0.308737864,0.72815534,0.359223301,0.374757282,0.376699029,0.031067961,0.574757282,0.196116505,0.47961165,0.166990291,0.003883495,0.990291262,0.277669903,0.036893204,0.017475728
X25.6020,0.007740509,0,1,0,0.247742352,0,0.543540361,0,0,0,0.085375968,0.169968669,0.658357906,0,0,0,0.86569296,0.747511979,0,0,0,0.771332473,0.410339108,0.600903059,0.274788058,0,0.727653889,0,0,0.494701438
X25.6025,0.007740509,0,1,0,0.247742352,0,0.543540361,0,0,0,0.085375968,0.169968669,0.658357906,0,0,0,0.86569296,0.747511979,0,0,0,0.771332473,0.410339108,0.600903059,0.274788058,0,0.727653889,0,0,0.494701438
X25.6030,0.006690685,0,0.000514668,0,0,0.000257334,0.004117344,0.000514668,0,0.003345342,0,0.006948019,0.566134843,0,0,0,0.211013896,0.584920226,0,0.000772002,0,0,0,0,1,0,0.122748327,0,0.042717447,0.415851776
X25.6031,0.006690685,0,0.000514668,0,0,0.000257334,0.004117344,0.000514668,0,0.003345342,0,0.006948019,0.566134843,0,0,0,0.211013896,0.584920226,0,0.000772002,0,0,0,0,1,0,0.122748327,0,0.042717447,0.415851776
X25.6033,0.005652379,0,0,0,0,0,0.437117287,0,0,0,0.004710316,0.009420631,0.332548281,0,0,0,1,0.045690061,0,0,0,0,0,0,0.133772963,0,0.667451719,0,0.021667452,0.135186057
X25.6035,0.005652379,0,0,0,0,0,0.437117287,0,0,0,0.004710316,0.009420631,0.332548281,0,0,0,1,0.154498351,0,0,0,0,0,0,0.133772963,0,0.667451719,0,0.021667452,0.135186057
X25.6040,0.007613178,0,1,0,0.245615625,0,0.534599175,0,0,0,0.083971541,0.150994698,0.647527983,0,0,0,0.851452395,0.75379526,0,0,0,0.774097068,0.411474147,0.601667649,0.270267821,0,0.715684053,0,0,0.486563647
X25.6046,0.007613178,0,1,0,0.245615625,0,0.534599175,0,0,0,0.083971541,0.150994698,0.647527983,0,0,0,0.851452395,0.75379526,0,0,0,0.774097068,0.411474147,0.601667649,0.270267821,0,0.715684053,0,0,0.486563647
X25.6060,0.393673481,0.010698641,0.410591935,0.031492194,0.30053072,0.124648995,0.211136695,0.45879198,0.016047961,0.055332472,0.084859036,0.068881276,0.237040885,0.005644165,0.128832978,0.022155453,0.483671234,0.233825677,0.256205773,0.205997978,0.004928114,0.286953836,0.187829945,0.274837134,1,0.101412445,0.38627429,0.046388858,0.028010221,0.151844884
X25.7100,0.005652379,0,0,0,0,0,0.437117287,0,0,0,0.004710316,0.009420631,0.332548281,0,0,0,1,0.154498351,0,0,0,0,0,0,0.133772963,0,0.667451719,0,0.021667452,0.135186057
X25.25,0.387145136,0.010480854,0.402233715,0.030851122,0.294412962,0.123005612,0.210634903,0.451529489,0.015721281,0.054206096,0.083172865,0.067479093,0.235956756,0.005529269,0.126554247,0.021704445,0.473825374,0.232449384,0.260205766,0.206302267,0.004827795,0.281112456,0.184006382,0.269242408,1,0.105661312,0.378411092,0.045444542,0.027797645,0.151628521
